geo,prov_code,year,scenario,population_16plus,pct_16_64,ev_annual,ev_per_1k,ev_pred_2025,ev_per_1k_pred_2025,ev_count_display,ev_per_1k_display,chargers_ports,dcfast_ports,ports_per_100k,dcfast_per_100k,fast_share,yoy_ev_per_1k,yoy_ports_per_100k,rank_ev_per_1k,quartile_ev_per_1k,rank_ports_per_100k,quartile_ports_per_100k,share_ev_national,share_ports_national
Saskatchewan,SK,2025,hold_2024_levels,997502,78.09,,,1586.0,1.59,1586.0,1.59,341,151,34.18539511700227,15.137814260021532,0.4428152492668621,,,,,,,,
Yukon,YT,2017,Actual,32527,85.93,0.0,0.0,,,0.0,0.0,0,0,0.0,0.0,,,,10.0,1.0,10.0,1.0,0.0,0.0
Yukon,YT,2018,Actual,33297,85.17,2.0,0.0600654713637865,,,2.0,0.0600654713637865,0,0,0.0,0.0,,0.0600654713637865,0.0,10.0,1.0,11.0,1.0,4.616059270201029e-05,0.0
Yukon,YT,2019,Actual,33902,84.24,9.0,0.2654710636540617,,,9.0,0.2654710636540617,2,2,5.89935697009026,5.89935697009026,1.0,0.2054055922902752,5.89935697009026,5.0,3.0,9.0,2.0,0.0001651436749972476,0.0002516356316054353
Yukon,YT,2020,Actual,34566,83.34,25.0,0.7232540646878435,,,25.0,0.7232540646878435,4,4,11.572065035005496,11.572065035005496,1.0,0.4577830010337818,5.672708064915236,4.0,3.0,7.0,2.0,0.0004729295145851462,0.0004084550188910446
Yukon,YT,2021,Actual,35479,82.55,67.0,1.8884410496349957,,,67.0,1.8884410496349957,4,4,11.274274923194003,11.274274923194003,1.0,1.1651869849471521,-0.2977901118114925,3.0,4.0,10.0,1.0,0.0008055014547115824,0.0003061849357011635
Yukon,YT,2022,Actual,36293,82.27,83.0,2.2869423855839965,,,83.0,2.2869423855839965,12,12,33.06422726145538,33.06422726145538,1.0,0.39850133594900083,21.789952338261376,4.0,3.0,7.0,2.0,0.0007031276473179492,0.0006655574043261231
Yukon,YT,2023,Actual,37706,82.03,154.0,4.084230626425503,,,154.0,4.084230626425503,38,19,100.77971675595396,50.38985837797698,0.5,1.7972882408415067,67.71548949449857,3.0,4.0,4.0,3.0,0.0008533652514102691,0.0015044738300736401
Yukon,YT,2024,Actual,39693,82.11,218.0,5.492152268661981,,,218.0,5.492152268661981,47,23,118.40878744362986,57.94472577028695,0.4893617021276595,1.4079216422364773,17.629070687675906,3.0,4.0,4.0,3.0,0.0008359697056849775,0.0014526348323288518
Yukon,YT,2025,growth_+20%_ports_+2pp_fast,39693,82.11,,,106.0,2.67,106.0,2.67,47,23,118.40878744362986,57.94472577028695,0.4893617021276595,,,,,,,,
Yukon,YT,2025,hold_2024_levels,39693,82.11,,,120.0,3.03,120.0,3.03,47,23,118.40878744362986,57.94472577028695,0.4893617021276595,,,,,,,,
